Datetime;Resolution code;Region;Measured & Upscaled;Most recent forecast;Most recent P10;Most recent P90;Day Ahead 11AM forecast;Day Ahead 11AM P10;Day Ahead 11AM P90;Day-ahead 6PM forecast;Day-ahead 6PM P10;Day-ahead 6PM P90;Week-ahead forecast;Week-ahead P10;Week-ahead P90;Monitored capacity;Load factor
2025-10-22T00:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-22T00:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T23:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T23:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T23:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T23:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T22:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T22:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T22:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T22:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T21:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T21:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T21:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T21:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T20:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T20:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T20:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T20:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T19:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T19:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T19:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T19:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T18:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T18:30:00+02:00;PT15M;Antwerp;0.025;0.14;0.062;0.187;0.131;0.046;0.182;0.125;0.043;0.191;0.199;0.137;0.303;1929.711;0.001
2025-10-21T18:15:00+02:00;PT15M;Antwerp;2.185;4.745;2.042;6.979;4.848;1.766;8.432;4.918;1.828;9.35;7.729;4.392;16.215;1929.711;0.113
2025-10-21T18:00:00+02:00;PT15M;Antwerp;16.292;16.57;7.479;26.451;16.826;5.595;32.655;17.173;5.706;36.093;27.967;14.238;64.879;1929.711;0.844
2025-10-21T17:45:00+02:00;PT15M;Antwerp;40.814;28.2;9.726;51.784;35.388;10.46;73.336;36.01;10.547;80.112;59.891;27.42;137.518;1929.711;2.115
2025-10-21T17:30:00+02:00;PT15M;Antwerp;73.999;47.116;15.799;89.453;61.493;16.819;130.002;62.584;16.827;140.536;102.538;45.69;212.46;1929.711;3.835
2025-10-21T17:15:00+02:00;PT15M;Antwerp;115.788;72.083;24.231;134.138;92.371;24.998;190.425;93.657;24.922;205.092;149.733;68.1;284.307;1929.711;6.0
2025-10-21T17:00:00+02:00;PT15M;Antwerp;154.452;105.022;36.477;187.731;127.274;35.427;253.46;128.551;35.005;272.309;202.451;95.306;356.751;1929.711;8.004
2025-10-21T16:45:00+02:00;PT15M;Antwerp;193.761;125.73;35.654;227.497;163.738;47.184;316.317;164.485;46.482;335.959;253.813;125.275;430.606;1929.711;10.041
2025-10-21T16:30:00+02:00;PT15M;Antwerp;205.288;155.53;45.789;274.254;200.303;59.004;375.815;200.298;58.178;398.124;302.128;154.202;502.234;1929.711;10.638
2025-10-21T16:15:00+02:00;PT15M;Antwerp;218.904;179.911;55.839;307.495;242.085;78.03;429.961;239.554;78.069;451.668;351.0;183.39;558.16;1929.711;11.344
2025-10-21T16:00:00+02:00;PT15M;Antwerp;227.606;199.34;64.567;330.201;288.634;105.781;468.009;281.765;107.39;480.713;391.334;209.642;601.952;1929.711;11.795
2025-10-21T15:45:00+02:00;PT15M;Antwerp;231.602;227.796;79.565;366.509;336.258;137.66;504.943;326.716;139.612;501.625;425.086;233.335;639.664;1929.711;12.002
2025-10-21T15:30:00+02:00;PT15M;Antwerp;237.915;252.047;89.249;409.433;380.364;160.989;557.754;370.088;172.56;533.578;456.577;255.948;671.594;1929.711;12.329
2025-10-21T15:15:00+02:00;PT15M;Antwerp;249.045;262.97;94.938;439.267;405.179;180.668;588.15;393.624;199.913;557.966;474.251;276.061;703.791;1929.711;12.906
2025-10-21T15:00:00+02:00;PT15M;Antwerp;259.485;259.301;95.895;454.148;411.068;189.01;594.998;394.591;220.083;553.581;475.973;293.944;728.195;1929.711;13.447
2025-10-21T14:45:00+02:00;PT15M;Antwerp;270.92;280.809;54.898;582.22;413.549;190.913;627.026;390.54;234.599;548.314;477.951;308.287;747.845;1929.711;14.039
2025-10-21T14:30:00+02:00;PT15M;Antwerp;267.832;284.069;48.869;601.156;420.868;190.02;670.988;388.917;235.914;562.774;477.181;308.797;758.598;1929.711;13.879
2025-10-21T14:15:00+02:00;PT15M;Antwerp;264.971;278.201;55.162;613.231;424.533;198.557;668.356;394.863;234.869;574.873;451.311;307.101;756.796;1929.711;13.731
2025-10-21T14:00:00+02:00;PT15M;Antwerp;266.119;272.054;60.801;625.542;428.197;206.043;668.278;400.809;230.405;590.711;425.444;294.971;755.191;1929.711;13.791
2025-10-21T13:45:00+02:00;PT15M;Antwerp;265.358;285.885;109.724;650.418;429.204;214.607;651.987;409.992;218.563;616.476;394.481;253.497;748.488;1929.711;13.751
2025-10-21T13:30:00+02:00;PT15M;Antwerp;259.348;280.167;113.544;651.51;430.055;221.026;641.856;419.415;204.881;638.235;368.853;199.204;738.901;1929.711;13.44
2025-10-21T13:15:00+02:00;PT15M;Antwerp;247.999;275.569;115.512;645.337;433.406;223.039;641.837;423.17;192.648;644.997;348.821;151.373;731.451;1929.711;12.852
2025-10-21T13:00:00+02:00;PT15M;Antwerp;241.383;265.667;118.31;630.134;441.621;224.596;637.283;413.793;187.235;626.344;336.802;113.977;735.293;1929.711;12.509
2025-10-21T12:45:00+02:00;PT15M;Antwerp;252.907;280.294;133.868;619.975;454.325;218.703;638.52;397.754;183.347;588.574;325.777;89.002;735.335;1929.711;13.106
2025-10-21T12:30:00+02:00;PT15M;Antwerp;258.401;272.059;121.141;605.751;457.246;210.197;641.416;379.801;173.755;543.796;311.248;70.811;715.231;1929.711;13.391
2025-10-21T12:15:00+02:00;PT15M;Antwerp;249.713;262.506;110.808;585.119;443.328;199.98;620.702;354.576;165.251;484.796;295.46;59.863;681.28;1929.711;12.94
2025-10-21T12:00:00+02:00;PT15M;Antwerp;232.048;252.45;99.579;560.4;419.159;189.075;582.191;327.24;156.245;442.669;278.392;52.602;638.91;1929.711;12.025
2025-10-21T11:45:00+02:00;PT15M;Antwerp;212.348;276.77;124.918;567.047;389.195;173.532;532.826;299.06;141.543;418.395;260.276;47.176;590.649;1929.711;11.004
2025-10-21T11:30:00+02:00;PT15M;Antwerp;199.742;267.001;112.258;542.546;359.229;153.865;486.95;270.88;124.053;405.999;242.157;41.75;543.369;1929.711;10.351
2025-10-21T11:15:00+02:00;PT15M;Antwerp;192.466;240.62;102.663;493.036;312.51;132.07;411.708;235.266;111.712;369.561;222.987;39.419;483.59;1929.711;9.974
2025-10-21T11:00:00+02:00;PT15M;Antwerp;187.259;206.088;94.15;454.817;261.063;110.317;334.503;200.043;103.089;342.048;203.948;37.767;434.621;1929.711;9.704
2025-10-21T10:45:00+02:00;PT15M;Antwerp;172.697;170.671;84.232;404.723;215.18;87.971;285.255;169.237;88.033;318.201;185.083;35.817;394.245;1929.711;8.949
2025-10-21T10:30:00+02:00;PT15M;Antwerp;161.468;144.196;66.396;364.628;173.52;65.473;244.537;142.316;67.908;289.962;165.212;32.831;357.2;1929.711;8.367
2025-10-21T10:15:00+02:00;PT15M;Antwerp;132.621;120.873;52.464;325.56;139.237;49.387;202.898;121.3;53.322;259.531;144.374;29.24;321.072;1929.711;6.873
2025-10-21T10:00:00+02:00;PT15M;Antwerp;98.141;99.223;43.755;284.951;111.142;41.85;162.814;102.968;43.806;225.205;123.492;25.263;281.948;1929.711;5.086
2025-10-21T09:45:00+02:00;PT15M;Antwerp;76.507;75.425;32.833;238.809;86.144;33.656;133.75;84.387;34.81;187.093;102.088;21.166;237.771;1929.711;3.965
2025-10-21T09:30:00+02:00;PT15M;Antwerp;60.953;56.637;25.435;192.421;64.222;26.051;104.223;65.933;26.729;147.761;79.448;17.061;189.019;1929.711;3.159
2025-10-21T09:15:00+02:00;PT15M;Antwerp;44.509;40.558;18.453;143.601;45.857;19.371;71.76;48.155;19.576;106.834;57.9;13.213;137.587;1929.711;2.307
2025-10-21T09:00:00+02:00;PT15M;Antwerp;27.086;27.023;12.594;94.695;30.371;13.474;44.265;31.921;13.585;66.493;38.222;9.631;84.131;1929.711;1.404
2025-10-21T08:45:00+02:00;PT15M;Antwerp;11.064;18.083;7.518;54.691;17.821;8.131;24.973;18.701;8.186;34.407;21.534;6.132;39.601;1929.711;0.573
2025-10-21T08:30:00+02:00;PT15M;Antwerp;1.578;8.304;3.478;21.151;8.201;3.819;11.303;8.618;3.807;14.603;9.645;3.059;15.433;1929.711;0.082
2025-10-21T08:15:00+02:00;PT15M;Antwerp;0.0;2.063;0.829;5.028;2.037;0.964;2.938;2.14;0.902;4.031;2.318;0.767;3.617;1929.711;0.0
2025-10-21T08:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T07:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T07:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T07:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T07:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T06:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T06:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T06:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T06:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T05:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T05:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T05:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T05:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T04:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T04:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T04:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T04:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T03:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T03:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T03:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T03:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T02:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T02:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T02:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T02:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T01:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T01:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T01:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T01:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T00:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T00:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T00:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-21T00:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T23:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T23:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T23:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T23:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T22:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T22:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T22:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T22:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T21:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T21:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T21:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T21:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T20:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T20:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T20:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T20:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T19:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T19:30:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T19:15:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T19:00:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T18:45:00+02:00;PT15M;Antwerp;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1929.711;0.0
2025-10-20T18:30:00+02:00;PT15M;Antwerp;0.005;0.563;0.232;0.795;0.429;0.192;0.802;0.544;0.291;0.801;0.612;0.122;0.848;1929.711;0.0
2025-10-20T18:15:00+02:00;PT15M;Antwerp;0.893;5.878;2.251;8.741;4.842;2.247;9.93;5.782;3.04;9.608;6.47;1.229;8.915;1929.711;0.046
2025-10-20T18:00:00+02:00;PT15M;Antwerp;7.306;16.943;5.594;26.465;14.348;6.331;33.219;17.211;8.465;31.488;19.017;3.423;26.633;1929.711;0.379
2025-10-20T17:45:00+02:00;PT15M;Antwerp;16.218;35.896;13.052;54.845;28.008;11.41;72.045;34.006;15.327;67.791;37.812;6.193;54.481;1929.711;0.84
2025-10-20T17:30:00+02:00;PT15M;Antwerp;34.058;59.687;20.557;94.336;46.894;17.795;123.118;57.449;24.068;113.727;62.108;9.53;90.919;1929.711;1.765
2025-10-20T17:15:00+02:00;PT15M;Antwerp;63.302;90.729;30.706;144.426;70.972;25.602;177.682;87.142;34.625;164.276;90.465;13.627;132.999;1929.711;3.28
2025-10-20T17:00:00+02:00;PT15M;Antwerp;104.813;129.069;44.353;204.069;99.413;35.302;234.952;121.633;47.522;218.872;121.652;18.644;177.257;1929.711;5.432
2025-10-20T16:45:00+02:00;PT15M;Antwerp;163.428;152.569;44.802;247.379;129.67;46.804;290.463;157.953;62.39;272.273;149.304;24.342;212.87;1929.711;8.469
2025-10-20T16:30:00+02:00;PT15M;Antwerp;233.789;182.767;54.701;289.995;158.535;59.07;336.708;190.104;78.227;318.613;170.902;30.133;237.437;1929.711;12.115
2025-10-20T16:15:00+02:00;PT15M;Antwerp;259.657;203.729;66.012;310.455;190.808;82.732;374.942;215.207;109.343;356.58;193.051;36.564;257.126;1929.711;13.456
2025-10-20T16:00:00+02:00;PT15M;Antwerp;232.979;214.364;76.365;324.831;229.254;118.713;405.485;236.515;157.726;385.927;216.571;42.829;270.296;1929.711;12.073
2025-10-20T15:45:00+02:00;PT15M;Antwerp;244.641;197.854;68.448;341.886;273.219;153.84;437.955;262.428;190.096;418.777;240.418;48.822;288.303;1929.711;12.678
2025-10-20T15:30:00+02:00;PT15M;Antwerp;269.531;213.206;70.646;396.408;323.961;189.802;479.684;294.833;203.952;470.677;267.012;54.472;318.976;1929.711;13.967
2025-10-20T15:15:00+02:00;PT15M;Antwerp;260.425;235.42;70.317;443.154;364.665;220.291;523.163;330.272;226.326;516.869;285.401;60.262;339.762;1929.711;13.496
2025-10-20T15:00:00+02:00;PT15M;Antwerp;255.741;257.102;71.906;465.582;388.22;245.755;579.559;365.21;267.232;551.596;292.611;66.223;336.665;1929.711;13.253
2025-10-20T14:45:00+02:00;PT15M;Antwerp;268.129;377.401;209.838;625.371;408.552;260.576;636.855;404.059;287.551;598.541;301.668;71.191;341.378;1929.711;13.895
2025-10-20T14:30:00+02:00;PT15M;Antwerp;275.69;409.059;223.626;658.79;429.171;256.666;701.705;439.866;279.956;656.469;312.788;75.724;367.427;1929.711;14.287
2025-10-20T14:15:00+02:00;PT15M;Antwerp;282.313;418.873;252.588;632.321;417.717;265.141;712.985;419.105;290.374;653.023;314.563;79.325;383.175;1929.711;14.63
2025-10-20T14:00:00+02:00;PT15M;Antwerp;306.124;428.679;273.881;606.656;406.261;269.404;727.064;398.342;293.762;656.667;316.339;82.836;399.649;1929.711;15.864
2025-10-20T13:45:00+02:00;PT15M;Antwerp;335.815;418.377;263.977;566.313;382.998;269.632;726.396;359.942;270.292;653.288;313.248;85.808;408.288;1929.711;17.402
2025-10-20T13:30:00+02:00;PT15M;Antwerp;381.526;417.299;267.554;539.707;359.791;257.283;727.6;326.468;241.497;651.743;307.614;88.141;412.228;1929.711;19.771
2025-10-20T13:15:00+02:00;PT15M;Antwerp;463.594;416.859;263.904;528.576;339.381;245.129;721.531;303.511;223.045;641.67;298.197;89.805;407.732;1929.711;24.024
2025-10-20T13:00:00+02:00;PT15M;Antwerp;480.473;407.739;257.59;490.32;320.79;238.005;709.231;291.161;216.988;631.872;280.441;90.672;383.556;1929.711;24.899
2025-10-20T12:45:00+02:00;PT15M;Antwerp;428.889;406.898;238.381;485.527;311.248;231.203;697.183;290.867;218.833;626.09;266.313;90.382;370.296;1929.711;22.226
2025-10-20T12:30:00+02:00;PT15M;Antwerp;372.103;381.882;211.278;475.284;311.023;229.597;684.772;295.884;225.387;620.049;260.445;89.804;376.278;1929.711;19.283
2025-10-20T12:15:00+02:00;PT15M;Antwerp;340.867;361.818;198.301;454.49;317.239;234.528;671.358;303.067;238.64;603.238;263.628;87.389;402.712;1929.711;17.664
2025-10-20T12:00:00+02:00;PT15M;Antwerp;335.683;346.279;192.675;430.066;328.173;238.966;657.674;312.295;253.023;579.167;274.836;83.165;446.868;1929.711;17.396
2025-10-20T11:45:00+02:00;PT15M;Antwerp;317.81;317.596;174.124;396.915;341.584;236.383;642.55;322.139;250.778;552.958;292.983;77.319;505.968;1929.711;16.469
2025-10-20T11:30:00+02:00;PT15M;Antwerp;304.579;304.443;167.692;387.813;354.996;227.487;630.166;331.975;235.765;530.236;311.129;70.254;565.067;1929.711;15.784
2025-10-20T11:15:00+02:00;PT15M;Antwerp;305.981;284.963;173.198;378.395;361.66;222.991;603.082;328.52;223.246;506.452;298.717;60.884;557.055;1929.711;15.856
2025-10-20T11:00:00+02:00;PT15M;Antwerp;293.519;255.715;179.198;374.157;362.082;213.134;576.666;312.436;212.408;481.946;256.358;52.447;481.447;1929.711;15.211
2025-10-20T10:45:00+02:00;PT15M;Antwerp;287.887;236.224;164.835;384.639;360.412;197.996;551.582;293.668;191.65;454.894;222.354;45.91;418.084;1929.711;14.919
2025-10-20T10:30:00+02:00;PT15M;Antwerp;247.269;211.026;134.473;366.726;347.912;175.875;510.635;268.72;164.245;422.495;186.053;40.511;346.702;1929.711;12.814
2025-10-20T10:15:00+02:00;PT15M;Antwerp;184.373;187.554;112.104;343.808;311.681;149.789;455.336;232.822;137.275;380.69;144.677;35.028;265.169;1929.711;9.554
2025-10-20T10:00:00+02:00;PT15M;Antwerp;147.558;163.719;96.448;313.247;259.439;122.616;396.324;190.033;111.35;332.579;107.682;29.432;192.355;1929.711;7.647
2025-10-20T09:45:00+02:00;PT15M;Antwerp;133.682;123.92;66.168;267.467;208.233;88.985;343.492;150.183;85.392;283.819;77.817;23.905;134.844;1929.711;6.928
